id,label,highest_similarity
5op923HNZWsQGrl,,0
5pSKelNfZ9l6lJW,STILTON,0.5714285714285714
5pkqG1dJtihvjkL,MONT D’OR,0.5
5q8vnsR78FhLRwf,FROMAGE FRAIS,0.9166666666666666
5qV4QDEqUjxrwSy,SAINT-NECTAIRE,0.43478260869565216
5sGJh2TRCmCKKXM,,0
5t8zjaZGiCZ2lqq,COMTÉ,1.0
5tUKZCLWM0PZpYv,,0
5uB67VDeqHBAOiv,CHÈVRE,0.8571428571428571
5uY6RwbL1ulw2AN,PECORINO,1.0
5umQOjZVqVX5aTN,MORBIER,0.7272727272727273
5vb7fRPtFqDy0yM,,0
5w9dBro0cgYvR6y,,0
5wkrpKMlBz41gNx,,0
5wxK9YzDEcMxaMs,,0
5xc4RlDWxt461S6,MONT D’OR,0.8888888888888888
5yQkt0JQ9UXsfVX,PECORINO,0.7692307692307693
5zZ9CClDCVOPpCl,,0
60RdrZI36BB4zdN,ROQUEFORT,1.0
60fPEZhkSFcoAbA,FROMAGE FRAIS,0.782608695652174
60nZSqgeKUF1ZFA,REBLOCHON,0.9
60r4HYd3rHm3gWc,,0
60t9uWZOKKC96eb,,0
61ddxyUhzMOA3zD,,0
61lqh04GY0hoceq,,0
62qQc6UYvAPshvx,MOZZARELLA,1.0
63LRpRl8Su87wzO,BEAUFORT,1.0
63qBo9EWqV9DHD3,,0
64OUflNiusaaSgN,MUNSTER,0.5333333333333333
6619Ax9pEpfNNcH,MORBIER,1.0
663VPDEl1ShJKmS,,0
665IMK2uyQNdbIF,,0
66FIKzW1DLbx2CY,MONT D’OR,0.8888888888888888
66Q6GmsoaKBZQRQ,PARMESAN,1.0
67Trc1rIMu1ZjL3,,0
685uGD9xpRhk9gN,,0
68g9IepRfUPA5oc,EPOISSES,0.47619047619047616
69XTtq4PAg46RaK,,0
69dVxaHzx1KkBVw,,0
69mQo7Zch2zwtph,TOMME DE VACHE,0.7
69pkPydFIPrEopn,,0
6A7slKn2xvD5Wft,ROQUEFORT,1.0
6ARILUlk56pD12a,,0
6AU9dIbmDgxeZB7,,0
6BdUSbiq7y92J7k,,0
6CGl1ebP61GiTUl,,0
6Dkvx7TeAt4MdvS,,0
6DorRk5lx6wDtJo,,0
6EF5R50TtZXqqiy,,0
6ESPNv89nnCbTU3,,0
6FTsf6Aoi9AIlKp,CABECOU,0.4
6GWBkoTyfQX7g1O,,0
6HfK5Xu3m8cQX5w,GRUYÈRE,0.5555555555555556
6HmJUUVpZP7uWUf,,0
6HtCS2csvCGrN44,FROMAGE FRAIS,0.5
6II3EWvPYw9CWhC,,0
6IUHdbLsFm20lg3,GRUYÈRE,0.8235294117647058
6Iz93eMOQvT6oy1,MOZZARELLA,0.7692307692307693
6J1fGyWv42rHrh2,RACLETTE,0.631578947368421
6KWudDtcS2FfhRr,SAINT- FÉLICIEN,0.9655172413793104
6Kc8mmeATWO4hyn,MOTHAIS,1.0
6KfD1syM5zW5nLh,,0
6L4i89Wz4fQpyMS,FROMAGE FRAIS,0.6206896551724138
6LVHr8r8RXaVeK1,,0
6NaOIpsE28JNcFD,MORBIER,0.8333333333333334
6NmMuSFqwdiJu6m,,0
6O6x6MM6uG3G8sO,SCARMOZA,0.875
6OKY078fglffGHg,,0
6OUOW0u9J9B7vrp,,0
6OhZskDgFdgTHMV,,0
6PnlHQ6xaYdZb6m,,0
6QXWQ7wnFDvhDxy,,0
6Qt9PNv50hQffNO,,0
6RcptW8sj6ZVbLS,,0
6RnYZ5rWXwW3r9G,MONT D’OR,0.8888888888888888
6SFlJTqfoykiR1W,,0
6SyEYurlpLnZeyp,RACLETTE,0.42857142857142855
6TpYTB4otpu8ulW,,0
6UZa0seCxsq0oGe,,0
6VY3B74wSjeNLxB,MUNSTER,0.5333333333333333
6WgkcvxF8aV8mNc,MAROILLES,0.5333333333333333
6WjVztFRJhsqtGh,,0
6XAlPzEFtA4I9Xa,FROMAGE FRAIS,1.0
6ZFfIP002YdJPjB,MUNSTER,0.6666666666666666
6ZRfmrZigcBN8Na,,0
6a3hPua0Xu0hkT8,FROMAGE FRAIS,0.7
6bDGaFugkSoVYDq,FROMAGE FRAIS,0.5714285714285714
6ck3dZtP2gzLpTp,,0
6dDBS2pAMsKxA8V,PARMESAN,1.0
6dbyKrLkAFBsppM,FROMAGE FRAIS,0.7619047619047619
6dgVjwqT8oz1t3n,CABECOU,0.5333333333333333
6eQ0jVrFM6NQDSk,SAINT-NECTAIRE,0.4
6ey4VvhUd1CKOMk,,0
6hFyNxLu4PYs8Tb,,0
6hTBCRp6I6Q0OM6,,0
6i8eId8vVyj2Ig0,PECORINO,0.47058823529411764
6iHpuXnBVRPaaQI,,0
6j51vkREkyusFYC,,0
6jMhARpfRitopra,,0
6jWOrikQguIQdd5,,0
6jjzCWQMXYqo1wt,,0
6k4TSTKpwxZdsKU,,0
6k7neiHRkUDr4q8,,0
6kXi3l8BXPHmgrR,,0
6ki8rvyUzHotlk7,,0
6kmZTs4nn9WKQNh,,0
6mkwwVBnMj0FCNK,,0
6oEPYKv4Fi86icR,,0
6pucz1N4XDgwS78,FROMAGE FRAIS,0.5
6qr14vze6miaU6u,,0
6rEI8b6tmUORwE2,,0
6rL2PFBxHYLbAlz,,0
6rQw1T4W3TeBpqd,,0
6rV5tsgdLlalHxd,,0
6uOMmKz9Ej13TpL,,0
6uzPYfIYh8IgVJt,REBLOCHON,1.0
6wKtyiS0tC40Ln3,,0
6wLL9vdKM6ACz8X,MAROILLES,0.625
6wkp64C1uCA2EDJ,MORBIER,0.625
6wwPIR9MIoc4oJK,FROMAGE FRAIS,0.5
6za81UUHlXrx96v,,0
6zf3zyV0blrAo1J,SCARMOZA,0.875
6zyGa8LxLM9lxSv,,0
70bklhGP6Jx48kF,,0
70cPlIdRCv9GiyO,COMTÉ,0.6153846153846154
71M2JaVpnFXOLsx,,0
71mbIYJRMo9IE1z,MONT D’OR,0.7777777777777778
71r6vVCOvArWoWQ,,0
72xnuIZULHKXoQV,FETA,1.0
736VNYw572yH0dZ,,0
73Lh6AUxLLMuTWL,,0
752uHNqVZ3Hq7Y3,,0
75ANEu3u1VzkD9S,,0
75n0moCFCu0CWIp,,0
769Q8EGw6pkqp4v,,0
76Cl1Y29gjkkfjv,TÊTE DE MOINES,0.8461538461538461
77cGfW4JBqzHgL8,,0
77e8n55RRvas1Pe,MOTHAIS,0.8235294117647058
785FYiLWqOsekZn,,0
787T8eZjQbqMtKs,,0
79O6HSpdY0ISMUJ,,0
79d7VXgM4TWhyNZ,COMTÉ,0.8
7B39wtMRcJgjUum,,0
7BULCGMB4042Duj,,0
7CN8PvaUBZOPb1X,,0
7Dl1Se5MOBbaIgn,,0
7EGGHLrhtIVBv2q,FETA,0.75
7EMqXMjMwEYqc5q,GRUYÈRE,0.631578947368421
7EbEcX7gNWB8pz2,,0
7GJYDSsPq7P9VWr,,0
7H1Gb6fklFHhWur,MORBIER,0.5714285714285714
7HIXo1dXODZuGLz,,0
7IHuq6oXpNJpoXG,,0
7L49sqykeuDsMp2,MOTHAIS,1.0
7L7m5u0TmzH6Gb5,,0
7LAhIisloXKElQ3,,0
7LCgMJliJW58tDC,BRIE DE MELUN,1.0
7LGIqcrZALyYEZl,,0
7LNsaJoixPcQbYf,,0
7MhdhlcVkXI1N35,MOZZARELLA,1.0
7O6lXBc2ccHKsjd,,0
7OIKscE63ZmmuQH,,0
7P3D3cbD49AYq5c,FROMAGE FRAIS,1.0
7PCUVOk0BlvvdC4,,0
7QfJdWSu9ljMSmF,,0
7S00KNGW3jWbWIl,EPOISSES,0.5333333333333333
7SU2CXJgaCd7hFk,,0
7SU3DX3QHZwb33G,,0
7Swog0BuvhWs72R,CABECOU,0.26666666666666666
7TiYIlxp8892DEG,,0
7WDiGRd2Nqt0v2p,FROMAGE FRAIS,0.46153846153846156
7WS0GcvsiaJHQ3G,,0
7Wwe2bD5fUpufHy,FROMAGE FRAIS,0.6666666666666666
7XfASyxj5cNOR12,FROMAGE FRAIS,0.7619047619047619
7Y0oSeNOlGaoxto,,0
7YCh8xbkgMTPa6o,,0
7Z4aXB74V6L8jtb,,0
7aq1gQMZQkhtg8D,BRIE DE MELUN,1.0
7cJoGmFEfEruS7P,,0
7cULeBqh5l4L3FI,SAINT- FÉLICIEN,0.8461538461538461
7d54t0sAyMtW5Ef,,0
7dIuJw45FeD9tyf,,0
7dcwAqoiLO3m7Yr,,0
7dicmRJ5G9AYe7Q,,0
7etIZ09D26FZoCB,SCARMOZA,0.5185185185185185
7fL1GmqskcemWm9,,0
7fYoigAQqJUDy1p,,0
7fmk02bifjqHZsm,BEAUFORT,0.5925925925925926
7gX5eUOnmvJ46qi,FROMAGE FRAIS,0.7619047619047619
7hAqu6OdEuUgOi0,,0
7jIN3FBn4yqHOuT,,0
7l7q0izeG3D2c0H,MORBIER,0.5454545454545454
7nmOtu6iBU2RzXP,,0
7obVK9mv9HlLZPM,,0
7p5pWBlkGjGjWF9,,0
7pPAbmIn8rPNUnU,,0
7pbw7huroOp6EUf,,0
7qFpvj4EpL0TnM2,,0
7r3iKE8OuDdBKdf,,0
7rlVbBOsVokdyrQ,,0
7s27fGutzWxQUk7,,0
7sAsTQG9Ec6C6rd,,0
7sX9PzOQRmfNZgP,,0
7shd9WE8PZqoFWg,POULIGNY SAINT- PIERRE,0.3333333333333333
7sufljKtAjxZQcJ,,0
7uRAQDaOR4c44He,ROQUEFORT,0.6153846153846154
7uzGGBPh8VxW6iX,,0
7vR6k0cGQztT5k4,,0
7vXhrJCQSCHrR84,,0
7vdpW8hm3FRddbn,,0
7wRGJKCSXdrSpTw,FROMAGE FRAIS,0.72
7wipHujkijbmTUl,PECORINO,0.5
7yLPcybZzgAnrgd,,0
7yQy7hds1EMq2xT,,0
7ygDIATCtnbjFzJ,CAMEMBERT,0.6153846153846154
7yk3b9ASv1rg0fF,,0
8040pIXYxBdZSZO,ROQUEFORT,1.0
80Jvb7NAZtuYnap,,0
80V8u8UokrQuK9J,,0
81JyYOGQ9WPIjzn,,0
81QuCMDumALf7rn,,0
81bXPqC4JaXl0Re,,0
81bjbl59WHiBhZR,FROMAGE FRAIS,0.6666666666666666
82UCIA2i78C20xw,,0
82mbj1Lkp2u9rSM,,0
83ErAwx65KklbfF,,0
83bNo13IIaiH1iZ,MOZZARELLA,0.42857142857142855
840b1kYWFqxdbk1,,0
84e6x96PAta12kw,,0
853PeKiqyo7PZyD,MOZZARELLA,1.0
85PIFSEgaUIMOwj,,0
86D2gQ2gkjT30Kc,,0
87TEt91BzRzhsMu,MUNSTER,0.4
87Xyt5i4a1a896M,TÊTE DE MOINES,0.9629629629629629
87pRkJhngnSmanu,,0
87q6dzWrRlSkdJ9,,0
88D0AUiad3iGqSx,FROMAGE FRAIS,0.32432432432432434
88W56L4UrYpDT9V,CAMEMBERT,0.6428571428571429
88fKeR5T8i6Js2B,PECORINO,0.43478260869565216
88wSfQ5VQfiYq44,,0
89AYIjDRuaryhOB,,0
89RnlFPitvzRfKp,NEUFCHATEL,1.0
8Bfo8cUCRFaKtax,,0
8BgMHD6ipDLTgyE,FROMAGE FRAIS,0.7
8BwDa3PBSG9zOfX,,0
8CjH6IAKaDDp9yi,,0
8DJZVdt9ySiFBB4,,0
8DKGB5zbLRUuaD1,SAINT- FÉLICIEN,0.9655172413793104
8DSE7eP9MeThk3o,,0
8DTP15OpOAGoPIw,,0
8GTlv7Nt0ZefEoi,MORBIER,0.5714285714285714
8GV7r2LSBdUtRLB,,0
8Gsml9uLesPXOjj,MUNSTER,0.47058823529411764
8HIYUSeiCCKDIWj,,0
8HWAdIWvckpzv8k,,0
8HlAVpFvHEtqz2y,PARMESAN,1.0
8IFhct3NigAeKVe,ROQUEFORT,1.0
8IbFcqmvwmkk2WJ,,0
8Jor8OkBZtUB450,STILTON,0.42424242424242425
8KOLFa0nNRc6E9d,CHABICHOU,0.5882352941176471
8KbqV8gIQpr4MkB,MONT D’OR,0.8888888888888888
8L17chlPVO3LtFT,,0
8LCSV3VLjwrrpuM,ROQUEFORT,0.5263157894736842
8LlgoPGvTfyyN5R,COMTÉ,0.8
8LqoZeoYzBolCy0,,0
8MEWq73qzx5EGFm,,0
8NEf10FPrlwXiUP,,0
8NElUGkqM2LvU7T,,0
8NVRRTbhG3GkzWf,MUNSTER,0.5333333333333333
8NYGOPWHP1bPHZe,SAINT- FÉLICIEN,0.6956521739130435
8OmFq4VUulStRR0,MONT D’OR,0.8888888888888888
8P0gIaHcBC1YM33,,0
8P3ZyPjVaiXewcf,FETA,0.4
8PWsHGpZ7tC8HGK,,0
8PiqwiiMkqTqC8B,,0
8QnrKcCEDqCT8Y0,,0
8RpDtrSEmwqcXiy,,0
8Rtp5txNtcDZ9MT,,0
8SDWcGUy8sZ5OXi,BRIE DE MELUN,0.41379310344827586
8SgwAp2RzLkRm4a,,0
8SjvNTN7z1pRShT,BRIE DE MELUN,0.5
8U5ALWNPZ0zj9Wd,,0
8ULJIc8qLfe0rBo,MUNSTER,0.5882352941176471
8UvpJEJdibPz7yS,,0
8VnWEFg19SfelCq,,0
8Wa6nMr0GQEpGjv,SCARMOZA,0.875
8XH6xV8xvXB8J3k,COMTÉ,0.3333333333333333
8Xkk5TNsoTNXBeu,SAINT- FÉLICIEN,0.8461538461538461
8Xoww5QO45uPTUg,,0
8XxV3r9yJsGHkB3,,0
8ZKKNz4x5GTXpq7,OSSAU- IRATY,0.8181818181818182
8ZXkDCfIscxmaV1,MOTHAIS,1.0
8ZaA7AOhPPJZig0,,0
8ZjBMd9O5dd1VfJ,,0
8aC3aSesCZo6n5b,,0
8aRBX4a9amSDOyo,,0
8aYdz35DGWx1G6q,CAMEMBERT,0.7058823529411765
8avzsB7ttzhhFr0,,0
8bTsLmBPUd2Bedf,,0
8bnz19kGveVGaeK,TOMME DE VACHE,0.5
8d1Q5IEK048Jhdg,,0
8eGaL5RpU2fnrLZ,,0
8fKq7ns4njwKHc9,,0
8fl1hA58XlydUFL,,0
8hSokQzNq3XXdlp,CAMEMBERT,0.7058823529411765
8jxEbFPOzDNn2HT,,0
8kuw4cmf4W3vQue,COMTÉ,0.8
8lke1WjcBthaIFP,,0
8m817XaS227EjXB,SAINT-NECTAIRE,0.45454545454545453
8nY8MVGzBkYa0Q9,MAROILLES,0.42857142857142855
8o4zna6q9zlryL6,,0
8pGz79EYdTA4Xld,,0
8q23xoANialTm6Q,,0
8qE3JDK7ixT7GYS,MUNSTER,0.5333333333333333
8qaoL5cp7TXEShu,,0
8rLYBl0a02oAy0n,SAINT- FÉLICIEN,0.2692307692307692
8rjkqCWtiMpfCXl,FROMAGE FRAIS,0.782608695652174
8rxTptyWlAmIqR7,MUNSTER,0.5714285714285714
8sEiUKEjRKK81x7,FROMAGE FRAIS,0.782608695652174
8sZmOGKHQwd7SAf,,0
8uEN9h8F8tLsUPx,TÊTE DE MOINES,0.9629629629629629
8ucOGmP30RfjMDO,,0
8uimQtcak3Voglj,,0
8urvyZT008e1qLq,,0
8wL5GrOTa78MpqA,MOZZARELLA,0.4444444444444444
8wRxqvqZfhYqjNX,,0
8weUOL6mE63BgDJ,PARMESAN,0.7619047619047619
8x2p0D6Y6bqVkUr,STILTON,0.42105263157894735
8xbS8VEmNmWauJg,MUNSTER,0.38095238095238093
8yc4qolUVM3F1aX,VACHERIN,0.7692307692307693
91MqY2zjmHBvcCK,MONT D’OR,0.8888888888888888
91ay1BGit1J06UI,PARMESAN,0.6666666666666666
91hIvdap0W22vNH,FETA,1.0
91wRXKHuLBjb3Uh,,0
931Hb2uQKxzVpXA,MOZZARELLA,0.6666666666666666
93IX3RiAAgMaFnm,,0
93TQAEvprO25jmb,COMTÉ,0.5333333333333333
94HamDddNUoLvrr,,0
94SyQtRmWFzFNSd,,0
94sxN5jIACWQL7m,,0
95iTROyGWaAogr5,,0
96rIRrCkw17J0xu,,0
96z3P2ZAKPhIdQg,,0
97BtfJfH23CLCxL,EPOISSES,0.5
97IKioGXI1MhrOO,,0
97bpOfg9RUdJr7c,,0
98ACd47Eca0Nwds,,0
98Y3ojzgXtBi1RK,,0
98n8qORbB5dCjIj,,0
98zF10YUbCR1XLl,,0
9AzfRxsstOKOjHu,,0
9BA4C1Aj6OfianK,CHEDDAR,0.5454545454545454
9CGANgL685sxTLN,,0
9DiHNa8s0xLr59t,,0
9FUFwcatebMvV5M,BRIE DE MELUN,0.5185185185185185
9G0xDbf1XPEQETi,,0
9HHehiaeIvIxRVI,,0
9HRRv2OEBYvBkJS,VACHERIN,1.0
9IQKXnT5J3M5yh6,MUNSTER,0.6666666666666666
9Je4UdTUYnhSJUp,,0
9LAmHc7gPLi1Tl2,,0
9LSir4SFKms4K5e,MORBIER,1.0
9Lth9wHVPFb7KHJ,VACHERIN,0.5555555555555556
9LuOMI1G6I46N1t,ROQUEFORT,1.0
9MbZRzxRTt6pYOJ,,0
9Ogde0FKasMsdgC,,0
9PGIl0wRXgoZdS4,RACLETTE,0.4444444444444444
9Pwe1H2VimexWA8,FROMAGE FRAIS,0.5
9Q9vkNlDhBSLqo8,,0
9REDHsZtNnbEtIM,,0
9Rbqbz0s9qKup25,,0
9SiYaFoy24X3dRi,,0
9T1wfbztT7XJVEv,,0
9TA3hSSxwBEE8ai,,0
9TBDj5AWZwAxdEe,REBLOCHON,1.0
9TVuCbIX2m7zatY,,0
9Tji8prYV42DUVx,,0
9TmOMHgR6ukEC4z,MUNSTER,1.0
9UxnnxHakxAZTK3,,0
9Vw4FmVxGmYc6fb,,0
9WmBf0CYoqaR848,,0
9WsWaIV3a4kuGaN,,0
9XFKEPt5VaJRGU1,PECORINO,0.7272727272727273
9ZsuHrR6QzecIGR,,0
9bId0LX6RlYx4Sw,,0
9bcYGHRT1rNfdMO,PARMESAN,0.6956521739130435
9bsx2BStr1s9FaU,,0
9bycLvBNglkE2EL,,0
9bzdn4OerUyBGqp,,0
9cdGl3cPu2rPFOo,,0
9cokOYGVrtZ81KW,,0
9d0D2tnjLOlilPT,,0
9ee9bcLmyeGppEg,,0
9em5DgQod2W0MxM,,0
9fnNSF9iEmqCore,,0
9gBXk2DxAIIRiv2,GRUYÈRE,0.5
9hgWCmWjRGrUAgh,,0
9hw0zif45CUXlwQ,,0
9iJTV7xdNgpFFUm,,0
9itLP8O76EJmwkQ,,0
9jYBVCsiO12Eyzu,,0
9kMUC8gZI8bR5OT,ROQUEFORT,1.0
9kOW6bZtfMEb6TD,FROMAGE FRAIS,0.782608695652174
9kbBhCxAVcrLhc3,OSSAU- IRATY,0.782608695652174
9lA04WJHBywErOa,,0
9lca3Fu3xvdWhSe,,0
9lmjKEZH3a1TdMb,FROMAGE FRAIS,0.7619047619047619
9m8oEpPKfMJfoGu,COMTÉ,0.5714285714285714
9md4Y1aTl2tng5Q,TOMME DE VACHE,0.45
9miAvjTCcL3tvLY,,0
9mxqyCisQlDYMuX,,0
9nWWT959BSWVstg,,0
9oqL7pq16YX7ehP,TÊTE DE MOINES,0.8148148148148148
9p2pAWWJHMA0zBt,SAINT- FÉLICIEN,0.9655172413793104
9qRxIRpbLdnvPvq,PARMESAN,0.46153846153846156
9rdsTNDZXfHo9Iw,CHEDDAR,1.0
9rguYVS2Ni0L5yK,,0
9s7voCF5bnV1v9R,MUNSTER,0.5333333333333333
9sZkuMnypUqOFYr,MUNSTER,0.5714285714285714
9sbICTMyeriiRAi,FROMAGE FRAIS,0.7
9szkScgIL41WhLG,,0
9tQG9u7IVy5qGPM,,0
9ta396a4KPqk2Wf,CHEDDAR,0.46153846153846156
9uTzadHL9PskOI2,FROMAGE FRAIS,0.7619047619047619
9ucf62k6S694zrM,PARMESAN,1.0
9uwmSxVJbrSKdwy,,0
9vBuPxWTZyuESWL,,0
9w1LLJzzoEdvnSG,PARMESAN,1.0
9xhIh2il6GBXlaJ,,0
9xn7RyjA98Iq3ph,MUNSTER,0.5333333333333333
9xsnHF25Ejk2V5S,,0
9xt6pcBZHBkkhFH,REBLOCHON,0.46153846153846156
9xxRzzKTlYAMbI9,MIMOLETTE,1.0
9ybZBPxsQwxL3hC,REBLOCHON,1.0
9yogNZzH2LYS4X2,,0
9z0T2b7qGJuXXlB,CHÈVRE,0.8
9zqqXJ4F2JyxAZW,,0
A01FCmzZQkGgV2d,,0
A0EkBbhzQEqyJvX,,0
A0G2BM1DJDJqm19,FROMAGE FRAIS,0.7
A0I2wdo0yHFHKPu,,0
A1Q39y1AVAvvjDP,TOMME DE VACHE,0.36
A1ybAytDZKFIWOQ,,0
A22CqCVqSnVeB20,,0
A2DQODmt4XcybuX,,0
A2V2St3SyLSQ9qo,MAROILLES,0.5714285714285714
A3JCdqRIJoxBzA1,,0
A3YTIFHiCwrE8oI,SAINT- FÉLICIEN,0.875
A3y5hlNAuNXt7iL,,0
A4o44JSyuEdEDXp,,0
A4uV9aISBXrg4XI,,0
A591oD2KVN6EJ12,,0
A6BGXnhdbQaZhnb,,0
A71Td12OxhFGWnR,FETA,1.0
A81qfruboXVhMIL,MUNSTER,0.47058823529411764
AA82GNJzlXUd7IY,,0
AAcSFbUFhQwDdZ4,,0
AAuanARbZb3xMCh,NEUFCHATEL,0.5
ABvXkvlDCnpLKfZ,COMTÉ,0.8
ABvgl73h5uwNffk,,0
AC3ca8cfjnPeGhE,,0
ACcPaOiES6Ltrpi,,0
AESYLStcwnBEbjR,TÊTE DE MOINES,0.8888888888888888
AFK3TNPKiyhQzRF,RACLETTE,1.0
AFPGZlDGjr4fwQY,,0
AGOvITbMtv3TwUQ,,0
AGnp26QigaAsnn6,STILTON,0.5714285714285714
AHio92Zc7U6TZYi,MAROILLES,1.0
AI5KLhar7WfdHLm,,0
AIBtSRBNtoW8mTE,,0
AIq37ZFeSHcxG9Z,,0
AK266l5xrNw0QyC,,0
AKNs1P0dilOETMg,,0
AKW7CmqU62AD8v5,PARMESAN,0.5263157894736842
ALhxOUmeTdJHCZ5,,0
AMXKeE1E4Yyl3lw,,0
AMmL5hE6sYqTL90,TÊTE DE MOINES,0.4666666666666667
AN8JCLMjaCX9ZQH,,0
AO9MpB5h1oO31TX,MOTHAIS,0.5454545454545454
AP8WOeWtc0YeqXk,,0
APSl6LkrKLyY6KK,GRUYÈRE,0.7142857142857143
AQHZz6KICYPJhsT,FROMAGE FRAIS,0.7619047619047619
AQRx9v1kkcQaOgU,FETA,0.4444444444444444
ARcGymVUC9wq9vV,MUNSTER,0.7
ASSx4yIE2ozWWem,,0
ATKxeEk2gpfLiFC,,0
ATqwmauGrs4PZgm,FROMAGE FRAIS,0.4864864864864865
AUCRXJqu8aLYR6x,FETA,1.0
AUOdYuJRpa7ME7H,,0
AUPkNgllK7vEWlX,,0
AUmeK3SQRfzzKBl,ROQUEFORT,1.0
AVcTyUNFuxeOnay,MOZZARELLA,0.7407407407407407
AW5DW6NpvSkcuwm,,0
AX0aAZcU4fJIynj,,0
AXNdVcv4cyEvp48,OSSAU- IRATY,0.09523809523809523
AXOu3XbXPcCKQRJ,,0
AXwOVmfxj75v7TE,ROQUEFORT,1.0
AZ9OAmfaNKnKsJm,,0
AbSBGBIfZF1Al1T,,0
Abh0lXQkVKGE6wV,FROMAGE FRAIS,0.3333333333333333
AbuHOtdJW7crQL0,,0
AcDlh6pahTVpGQn,,0
AeroErlCVqg9rrC,,0
Aewzei9ny8qPpAv,,0
AfhPszJk6IicSvI,,0
Ag7uTonVUGUIzGO,,0
Ai7t8IRfBenCl4D,,0
Am4dOChzSktMCMS,,0
AnY3mFQsD6pctO0,,0
Anw15LyNmNQjCMT,,0
Ao5pic3pBTVNjkc,CHÈVRE,0.5
AoDbqKEn3jO7Nvj,SCARMOZA,0.875
AoO81reKC69XZze,PARMESAN,1.0
Ap1thLvwzAGNA7O,PARMESAN,1.0
Apay67SBK44BM4F,SAINT- FÉLICIEN,0.896551724137931
ApqyCIN3RnxsCoN,,0
Aq5fKMQC9Xsfw5w,,0
AqHiOwPAEPLubUR,,0
AqPK44Eo7Opb0Lo,,0
ArBqXiVKuiTNupi,,0
Aroj3FPiUxQwsyk,MORBIER,0.5714285714285714
AsCU5zjRJ113fqW,FETA,0.8571428571428571
AtYfRffcSbqBu7j,,0
AtoxR9F5xH5FMV4,MOZZARELLA,1.0
AtpBDYaL50OhvxY,,0
AunRNAleNzMqyoh,,0
AvYKLffTi1gGsIg,FROMAGE FRAIS,0.6666666666666666
Awkayap3kNV30v3,,0
Az0HdA46NRZsW4t,,0
B06m0eOjxahWQIU,,0
B0rjd6bPm1VGFq7,,0
B2cUcjW044NvHCA,,0
B2cYMPW28zHH3gX,,0
B3XA1UpUIQaw3dH,CAMEMBERT,0.6666666666666666
B3pVd5d2jLWM8vU,EPOISSES,1.0
B4aw0vd3rr6lqJI,,0
B5F68inuYmYEinY,,0
B7CVdvYST9YRjK6,,0
B7LwMKPBXez2JGW,,0
B7lZOyJTkU2IgxH,,0
B8Fb5qezRXlAUBV,REBLOCHON,1.0
B8vDTlYyGudyQER,MORBIER,0.7272727272727273
B9kpVrvkihvAoX4,,0
B9o8JevixqEup1s,TÊTE DE MOINES,0.8571428571428571
B9q1pcoeNUGswFe,,0
BA8bBWBFvF4hWY2,,0
BAE56sI811lmUNj,,0
BBfYXYPK1L8ymWz,,0
BCMlk67SnMSFsO9,VACHERIN,1.0
BDEI4HUzUg3LcBG,,0
BDNvaJMX8Ei8Xjg,,0
BDc9Y4akzD6xjIQ,TÊTE DE MOINES,0.5
BEJrHBx7YfMeF6p,,0
BEe1S9hXrgkLWuF,GRUYÈRE,0.5333333333333333
BEeboJFriAuT0x5,COMTÉ,0.6153846153846154
BF0soKKh0R4LHl9,,0
BFHN9w3K1upPeXy,,0
BFy1ID1jxEQTbyX,FROMAGE FRAIS,0.5625
BGM74ALrWGPRQH0,,0
BGwqE3aaXJc0vRm,SAINT-NECTAIRE,0.4375
BH3iBaISt651KDG,,0
BIDNeSDfAl39Jf8,,0
BIqzbxHZySSLSnO,CAMEMBERT,1.0
BJ60D0RMUbzsxKl,,0
BKShc2Mah5q7IKW,,0
BKkaO6ncUwzQ4bs,MUNSTER,0.5333333333333333
BL3kyn3oTF9vCzH,,0
BL9DMKU6NGMNBye,CHÈVRE,0.5454545454545454
BLpB1IDCpS9tPwS,,0
BMaoi9BATpbAArd,,0
BNRr3ssokjsT4aU,,0
BO21S07yH7hiF1k,,0
BOui42bssR9mWNE,,0
BP5yAt4qXlBgi62,,0
BQq7ASLGtjHI5hF,,0
BRoF2vszQySRoVj,FROMAGE FRAIS,0.41379310344827586
BSaG680EdN1u0rr,,0
BT0ZiAtfco8RJW3,,0
BTBm3tlILC4zBbH,MAROILLES,0.5333333333333333
BTraNbPImVpYLbv,,0
BU1dEKxqAbrdi2h,MAROILLES,0.41379310344827586
BU7S0YiUwojAFgG,,0
BYOfOXZDLgNMfMK,,0
BYYJ2z0H1fECoM7,SAINT-NECTAIRE,1.0
BYqRJbxe0QS4wcs,MOTHAIS,1.0
BYuHLPUMnrP3xcR,ROQUEFORT,1.0
BZCcJVLSzAmf6x1,STILTON,0.3333333333333333
BaXhONKg4pyBKHd,COMTÉ,1.0
Bas04RMlOWLiiiZ,,0
BaydIX9ghloKNCb,,0
BbttBAEUvECR7OQ,,0
BflgVjuZVXOaVXH,GRUYÈRE,0.8571428571428571
BgPnTYZHm5UoWQe,,0
BgQR9acbqorT1QJ,,0
BhWXxLqKaI4mbl7,CABECOU,0.2857142857142857
Bi6sWZkzhL2zA59,,0
BiHoeCU22K72MB9,CHÈVRE,0.8333333333333334
Bji6TZkTLxqqDS3,,0
BjlFaqjkbvMKRNn,CHÈVRE,0.7272727272727273
BkGjHzKBCls0GdT,CHABICHOU,0.6666666666666666
Bkvvd6fIDs7b4Al,BRIE DE MELUN,0.2962962962962963
